fig_id	baseline	group_id	group_type
fig|511145.183.peg.94	164.263961422889	CellDiviClusCont	subsystem
fig|511145.183.peg.95	157.806305091469	CellDiviClusCont	subsystem
fig|511145.183.peg.93	146.36158402601	CellDiviClusCont	subsystem
fig|511145.183.peg.891	179.337557552187	ClpaClus	subsystem
fig|511145.183.peg.892	342.823373459498	ClpaClus	subsystem
fig|511145.183.peg.1857	69.7843443786064	PyruMetaIAnapReac	subsystem
fig|511145.183.peg.3481	205.815946530042	PyruMetaIAnapReac	subsystem
fig|511145.183.peg.1728	203.594746349569	PyruMetaIAnapReac	subsystem
fig|511145.183.peg.1915	178.143668181714	PyruMetaIAnapReac	subsystem
fig|511145.183.peg.4050	237.766375472622	PyruMetaIAnapReac	subsystem
fig|511145.183.peg.1755	228.349328599922	PyruMetaIAnapReac	subsystem
fig|511145.183.peg.2538	153.281230011743	PyruMetaIAnapReac	subsystem
fig|511145.183.peg.1756	84.7017962619949	PyruMetaIAnapReac	subsystem
fig|511145.183.peg.1856	63.3841759979594	PyruMetaIAnapReac	subsystem
fig|511145.183.peg.1522	135.463484620574	PyruMetaIAnapReac	subsystem
fig|511145.183.peg.2585	173.096616870621	ImpXantConvXmpGmp	subsystem
fig|511145.183.peg.237	112.168475139713	ImpXantConvXmpGmp	subsystem
fig|511145.183.peg.2961	54.1426366751314	ImpXantConvXmpGmp	subsystem
fig|511145.183.peg.2586	147.719857944377	ImpXantConvXmpGmp	subsystem
fig|511145.183.peg.3754	100.861168192975	ImpXantConvXmpGmp	subsystem
fig|511145.183.peg.175	87.4987751996364	AntiTargMetaPath	subsystem
fig|511145.183.peg.3256	96.7664508138562	AntiTargMetaPath	subsystem
fig|511145.183.peg.48	111.872710605596	AntiTargMetaPath	subsystem
fig|511145.183.peg.1317	293.568326716592	AntiTargMetaPath	subsystem
fig|511145.183.peg.1112	330.823870682089	AntiTargMetaPath	subsystem
fig|511145.183.peg.1550	44.5065773973876	HipaSystImplGrow	subsystem
fig|511145.183.peg.1551	86.8019523679505	HipaSystImplGrow	subsystem
fig|511145.183.peg.3926	139.697626071836	UbiqBios	subsystem
fig|511145.183.peg.3925	186.581765988345	UbiqBios	subsystem
fig|511145.183.peg.3927	100.07530755953	UbiqBios	subsystem
fig|511145.183.peg.2385	73.6188383955239	UbiqBios	subsystem
fig|511145.183.peg.681	124.507276947336	UbiqBios	subsystem
fig|511145.183.peg.3123	214.72629269851	UbiqBios	subsystem
fig|511145.183.peg.4131	128.924610848586	UbiqBios	subsystem
fig|511145.183.peg.4130	129.081123247353	UbiqBios	subsystem
fig|511145.183.peg.3933	187.528220079814	UbiqBios	subsystem
fig|511145.183.peg.2987	107.477504746013	UbiqBios	subsystem
fig|511145.183.peg.2988	145.904737632469	UbiqBios	subsystem
fig|511145.183.peg.3934	182.695089736624	UbiqBios	subsystem
fig|511145.183.peg.2301	117.969738030398	UbiqBios	subsystem
fig|511145.183.peg.2336	87.3037169279521	UbiqBios	subsystem
fig|511145.183.peg.3708	212.173796410331	GlycGlycMetaBact	subsystem
fig|511145.183.peg.425	122.243958931663	GlycGlycMetaBact	subsystem
fig|511145.183.peg.3100	87.3339639614666	GlycGlycMetaBact	subsystem
fig|511145.183.peg.4133	109.225221259708	GlycGlycMetaBact	subsystem
fig|511145.183.peg.2310	146.005511003717	GlycGlycMetaBact	subsystem
fig|511145.183.peg.1265	337.71378257281	GlycGlycMetaBact	subsystem
fig|511145.183.peg.1111	2629.71678109625	GlycGlycMetaBact	subsystem
fig|511145.183.peg.178	131.74276535676	GlycGlycMetaBact	subsystem
fig|511145.183.peg.521	80.2392760303998	GlycGlycMetaBact	subsystem
fig|511145.183.peg.4261	170.546158178318	GlycGlycMetaBact	subsystem
fig|511145.183.peg.1447	36.4111731613063	GlycGlycMetaBact	subsystem
fig|511145.183.peg.3686	64.6219635066619	GlycGlycMetaBact	subsystem
fig|511145.183.peg.2311	142.012975619843	GlycGlycMetaBact	subsystem
fig|511145.183.peg.1971	120.71353063226	GlycGlycMetaBact	subsystem
fig|511145.183.peg.1521	94.6276946722952	GlycGlycMetaBact	subsystem
fig|511145.183.peg.2666	142.463400746955	GlycGlycMetaBact	subsystem
fig|511145.183.peg.1395	24.3820101970827	TrkKtrPotaUptaSyst	subsystem
fig|511145.183.peg.3366	218.800963087961	TrkKtrPotaUptaSyst	subsystem
fig|511145.183.peg.3365	83.1150809306197	TrkKtrPotaUptaSyst	subsystem
fig|511145.183.peg.47	75.0240082304029	TrkKtrPotaUptaSyst	subsystem
fig|511145.183.peg.3939	101.032724236632	TrkKtrPotaUptaSyst	subsystem
fig|511145.183.peg.46	84.7510945368004	TrkKtrPotaUptaSyst	subsystem
fig|511145.183.peg.3427	86.0141456100145	TrkKtrPotaUptaSyst	subsystem
fig|511145.183.peg.3428	85.0786249867512	TrkKtrPotaUptaSyst	subsystem
fig|511145.183.peg.1212	79.3080681311476	TrkKtrPotaUptaSyst	subsystem
fig|511145.183.peg.817	60.8516526296497	TrkKtrPotaUptaSyst	subsystem
fig|511145.183.peg.3551	115.385078886934	CadmResi	subsystem
fig|511145.183.peg.2592	191.711723067099	TrnaAminHis	subsystem
fig|511145.183.peg.74	150.804843766543	2Oxoi2Isop3OxosModu	subsystem
fig|511145.183.peg.75	132.233607447042	2Oxoi2Isop3OxosModu	subsystem
fig|511145.183.peg.72	145.540201077185	2Oxoi2Isop3OxosModu	subsystem
fig|511145.183.peg.73	155.995664624906	2Oxoi2Isop3OxosModu	subsystem
fig|511145.183.peg.3193	91.1347512355706	LSeriDehySubu	subsystem
fig|511145.183.peg.2878	113.819275846376	LSeriDehySubu	subsystem
fig|511145.183.peg.1872	150.810895570106	LSeriDehySubu	subsystem
fig|511145.183.peg.69	66.7779607609637	SugaPhosStreRegu	subsystem
fig|511145.183.peg.70	223.624790559974	SugaPhosStreRegu	subsystem
fig|511145.183.peg.2609	324.178459730641	FeSClusAsse	subsystem
fig|511145.183.peg.2606	186.154000797094	FeSClusAsse	subsystem
fig|511145.183.peg.2605	210.801965121331	FeSClusAsse	subsystem
fig|511145.183.peg.2608	375.931760646411	FeSClusAsse	subsystem
fig|511145.183.peg.2607	132.201265817293	FeSClusAsse	subsystem
fig|511145.183.peg.3899	103.835769852704	FeSClusAsse	subsystem
fig|511145.183.peg.1812	72.2536612299162	FeSClusAsse	subsystem
fig|511145.183.peg.2611	229.140264368649	FeSClusAsse	subsystem
fig|511145.183.peg.2610	265.501789234023	FeSClusAsse	subsystem
fig|511145.183.peg.24	213.207142820383	TrnaAminIle	subsystem
fig|511145.183.peg.430	93.8940756628781	Trna4Thio	subsystem
fig|511145.183.peg.4079	122.865944226355	Trna4Thio	subsystem
fig|511145.183.peg.435	299.267267066569	HemeOHemeBios	subsystem
fig|511145.183.peg.436	204.083986606472	HemeOHemeBios	subsystem
fig|511145.183.peg.437	273.285306353353	HemeOHemeBios	subsystem
fig|511145.183.peg.438	272.002114771412	HemeOHemeBios	subsystem
fig|511145.183.peg.439	340.370050115485	HemeOHemeBios	subsystem
fig|511145.183.peg.131	242.454741080667	FolaBiosClus	subsystem
fig|511145.183.peg.143	53.29273087565	FolaBiosClus	subsystem
fig|511145.183.peg.3256	96.7664508138562	FolaBiosClus	subsystem
fig|511145.183.peg.1870	59.132682899602	FolaBiosClus	subsystem
fig|511145.183.peg.134	178.477114778811	FolaBiosClus	subsystem
fig|511145.183.peg.125	141.322884085384	FolaBiosClus	subsystem
fig|511145.183.peg.2217	176.943861241493	FolaBiosClus	subsystem
fig|511145.183.peg.3437	67.1595631226429	FolaBiosClus	subsystem
fig|511145.183.peg.191	93.034882872081	FolaBiosClus	subsystem
fig|511145.183.peg.3257	336.338840678065	FolaBiosClus	subsystem
fig|511145.183.peg.1113	68.9717339793808	FolaBiosClus	subsystem
fig|511145.183.peg.3139	78.9697976885788	FolaBiosClus	subsystem
fig|511145.183.peg.1111	2629.71678109625	AcylCarrProt	subsystem
fig|511145.183.peg.2644	90.7916675753716	AcylCarrProt	subsystem
fig|511145.183.peg.1428	61.0027329083209	PhenCoaCataPath	subsystem
fig|511145.183.peg.1429	47.6701519320086	PhenCoaCataPath	subsystem
fig|511145.183.peg.1430	64.8465587978824	PhenCoaCataPath	subsystem
fig|511145.183.peg.1424	43.990469087584	PhenCoaCataPath	subsystem
fig|511145.183.peg.1435	53.8960753768625	PhenCoaCataPath	subsystem
fig|511145.183.peg.1425	44.4272087242348	PhenCoaCataPath	subsystem
fig|511145.183.peg.1436	69.4298020241646	PhenCoaCataPath	subsystem
fig|511145.183.peg.1426	43.1476301089121	PhenCoaCataPath	subsystem
fig|511145.183.peg.1437	57.070665330977	PhenCoaCataPath	subsystem
fig|511145.183.peg.1427	43.1684978080642	PhenCoaCataPath	subsystem
fig|511145.183.peg.1431	56.5755220108199	PhenCoaCataPath	subsystem
fig|511145.183.peg.1432	50.104331205118	PhenCoaCataPath	subsystem
fig|511145.183.peg.1421	57.8834041775768	PhenCoaCataPath	subsystem
fig|511145.183.peg.1433	55.1191319406038	PhenCoaCataPath	subsystem
fig|511145.183.peg.1434	67.2501294046974	PhenCoaCataPath	subsystem
fig|511145.183.peg.2340	56.2601186774308	TrnaProc	subsystem
fig|511145.183.peg.1703	84.0455917476493	TrnaProc	subsystem
fig|511145.183.peg.2979	189.652760312064	TrnaProc	subsystem
fig|511145.183.peg.3806	205.196302727164	TrnaProc	subsystem
fig|511145.183.peg.1861	79.1171821872248	TrnaProc	subsystem
fig|511145.183.peg.3499	62.7698200443714	TrnaProc	subsystem
fig|511145.183.peg.3743	123.597262745425	TrnaProc	subsystem
fig|511145.183.peg.4333	124.968088133322	PutaTldeTlddProt	subsystem
fig|511145.183.peg.4332	175.942717206881	PutaTldeTlddProt	subsystem
fig|511145.183.peg.3325	171.615766034002	PutaTldeTlddProt	subsystem
fig|511145.183.peg.2756	138.637794771439	Resi4AzalAzlbOper	subsystem
fig|511145.183.peg.2757	131.746466506307	Resi4AzalAzlbOper	subsystem
fig|511145.183.peg.678	176.297343104734	TranElonFactBact	subsystem
fig|511145.183.peg.4256	60.3748677639907	TranElonFactBact	subsystem
fig|511145.183.peg.4245	80.1436151215336	TranElonFactBact	subsystem
fig|511145.183.peg.4246	220.993032336806	TranElonFactBact	subsystem
fig|511145.183.peg.4067	1139.44614452555	TranElonFactBact	subsystem
fig|511145.183.peg.2650	141.468213343972	TranElonFactBact	subsystem
fig|511145.183.peg.3416	971.476985136168	TranElonFactBact	subsystem
fig|511145.183.peg.2239	89.4468466811244	TranElonFactBact	subsystem
fig|511145.183.peg.3415	1733.55955962528	TranElonFactBact	subsystem
fig|511145.183.peg.4507	174.452682844417	TranElonFactBact	subsystem
fig|511145.183.peg.172	404.091343506571	TranElonFactBact	subsystem
fig|511145.183.peg.3477	177.837252476391	TranElonFactBact	subsystem
fig|511145.183.peg.2401	103.390624392702	TranElonFactBact	subsystem
fig|511145.183.peg.2165	128.048519842229	RcnNickCobaHomeSyst	subsystem
fig|511145.183.peg.2164	49.578549575056	RcnNickCobaHomeSyst	subsystem
fig|511145.183.peg.2163	98.9670771526594	RcnNickCobaHomeSyst	subsystem
fig|511145.183.peg.2046	67.2979442196469	CobaSyntFromCobYrin	subsystem
fig|511145.183.peg.2045	61.9485959093546	CobaSyntFromCobYrin	subsystem
fig|511145.183.peg.1294	92.7461961787653	CobaSyntFromCobYrin	subsystem
fig|511145.183.peg.656	55.9345068812894	CobaSyntFromCobYrin	subsystem
fig|511145.183.peg.2047	56.2187857133733	CobaSyntFromCobYrin	subsystem
fig|511145.183.peg.1124	78.9519004173504	CobaSyntFromCobYrin	subsystem
fig|511145.183.peg.2534	70.2699313804337	CobaSyntFromCobYrin	subsystem
fig|511145.183.peg.3263	127.708239105041	ObgLikeProt	subsystem
fig|511145.183.peg.3025	94.719519393264	ClusContGlutSynt	subsystem
fig|511145.183.peg.3026	155.102907019552	ClusContGlutSynt	subsystem
fig|511145.183.peg.3028	113.802311438027	ClusContGlutSynt	subsystem
fig|511145.183.peg.1273	128.179586445077	HuAlphDsdnMimiProt	subsystem
fig|511145.183.peg.4088	882.464957527052	HuAlphDsdnMimiProt	subsystem
fig|511145.183.peg.783	86.5462855743949	BiotBios	subsystem
fig|511145.183.peg.784	96.8394474970407	BiotBios	subsystem
fig|511145.183.peg.2418	100.689672570941	BiotBios	subsystem
fig|511145.183.peg.785	83.7172574774933	BiotBios	subsystem
fig|511145.183.peg.786	71.8909451542876	BiotBios	subsystem
fig|511145.183.peg.4064	81.9443728216609	BiotBios	subsystem
fig|511145.183.peg.787	67.826263804786	BiotBios	subsystem
fig|511145.183.peg.3935	138.851095177603	BiotBios	subsystem
fig|511145.183.peg.3490	76.5463832528859	BiotBios	subsystem
fig|511145.183.peg.1641	100.577362228184	BiotBios	subsystem
fig|511145.183.peg.1862	75.3673852401163	BiotBios	subsystem
fig|511145.183.peg.3937	179.681116684084	ClusCoExprWithButy	subsystem
fig|511145.183.peg.3939	101.032724236632	ClusCoExprWithButy	subsystem
fig|511145.183.peg.3938	106.34635465649	ClusCoExprWithButy	subsystem
fig|511145.183.peg.3940	123.739931873338	ClusCoExprWithButy	subsystem
fig|511145.183.peg.928	203.50524898566	Kdo2LipiBiosClus	subsystem
fig|511145.183.peg.929	147.061294227522	Kdo2LipiBiosClus	subsystem
fig|511145.183.peg.924	41.2167896340321	Kdo2LipiBiosClus	subsystem
fig|511145.183.peg.925	100.32399129689	Kdo2LipiBiosClus	subsystem
fig|511145.183.peg.926	81.6372814862288	Kdo2LipiBiosClus	subsystem
fig|511145.183.peg.927	60.247575232059	Kdo2LipiBiosClus	subsystem
fig|511145.183.peg.4487	106.408189985201	TranTermFactBact	subsystem
fig|511145.183.peg.2970	190.629434567558	TranTermFactBact	subsystem
fig|511145.183.peg.234	53.4316097200319	TranTermFactBact	subsystem
fig|511145.183.peg.235	63.2585391428897	TranTermFactBact	subsystem
fig|511145.183.peg.169	213.086996690324	TranTermFactBact	subsystem
fig|511145.183.peg.3362	286.636197987746	TranTermFactBact	subsystem
fig|511145.183.peg.1227	72.4194443435051	TranTermFactBact	subsystem
fig|511145.183.peg.2696	185.608659898231	TranTermFactBact	subsystem
fig|511145.183.peg.1234	117.05751302398	TranTermFactBact	subsystem
fig|511145.183.peg.3367	130.719040773493	TranTermFactBact	subsystem
fig|511145.183.peg.1235	85.6459885068687	TranTermFactBact	subsystem
fig|511145.183.peg.195	93.5609180103057	TranTermFactBact	subsystem
fig|511145.183.peg.174	322.328790314193	TranTermFactBact	subsystem
fig|511145.183.peg.3275	154.936006493515	MainOuteMembLipi	subsystem
fig|511145.183.peg.3272	181.036279204662	MainOuteMembLipi	subsystem
fig|511145.183.peg.3271	164.361664455839	MainOuteMembLipi	subsystem
fig|511145.183.peg.3274	132.731120653048	MainOuteMembLipi	subsystem
fig|511145.183.peg.3273	114.255678021295	MainOuteMembLipi	subsystem
fig|511145.183.peg.2422	106.43789313642	MainOuteMembLipi	subsystem
fig|511145.183.peg.1703	84.0455917476493	RnaProcDegrBact	subsystem
fig|511145.183.peg.2706	108.138442054473	RnaProcDegrBact	subsystem
fig|511145.183.peg.1290	103.616325211465	RnaProcDegrBact	subsystem
fig|511145.183.peg.628	106.072470936075	RnaProcDegrBact	subsystem
fig|511145.183.peg.2340	56.2601186774308	RnaProcDegrBact	subsystem
fig|511145.183.peg.4023	347.005540446214	RnaProcDegrBact	subsystem
fig|511145.183.peg.3245	327.857035966219	RnaProcDegrBact	subsystem
fig|511145.183.peg.4277	220.356304719657	RnaProcDegrBact	subsystem
fig|511145.183.peg.4351	335.67597747111	RnaProcDegrBact	subsystem
fig|511145.183.peg.4263	108.454095722398	RnaProcDegrBact	subsystem
fig|511145.183.peg.1315	138.203330068782	RnaProcDegrBact	subsystem
fig|511145.183.peg.3327	114.127346782375	RnaProcDegrBact	subsystem
fig|511145.183.peg.2648	146.369163427914	RnaProcDegrBact	subsystem
fig|511145.183.peg.1101	161.265648687112	RnaProcDegrBact	subsystem
fig|511145.183.peg.1861	79.1171821872248	RnaProcDegrBact	subsystem
fig|511145.183.peg.3248	189.93808418153	RnaProcDegrBact	subsystem
fig|511145.183.peg.2778	88.4181919812042	SorbUtil	subsystem
fig|511145.183.peg.2777	103.696834126702	SorbUtil	subsystem
fig|511145.183.peg.2779	74.510036857145	SorbUtil	subsystem
fig|511145.183.peg.2774	82.7187324553699	SorbUtil	subsystem
fig|511145.183.peg.2776	99.8637298522048	SorbUtil	subsystem
fig|511145.183.peg.2775	95.7987545975443	SorbUtil	subsystem
fig|511145.183.peg.721	80.2381120479153	DnaRepaBactPhot	subsystem
fig|511145.183.peg.3838	528.68224746125	F0f1TypeAtpSynt	subsystem
fig|511145.183.peg.3837	305.805872718967	F0f1TypeAtpSynt	subsystem
fig|511145.183.peg.3839	617.368044977521	F0f1TypeAtpSynt	subsystem
fig|511145.183.peg.3834	371.847597986135	F0f1TypeAtpSynt	subsystem
fig|511145.183.peg.3833	376.318628237246	F0f1TypeAtpSynt	subsystem
fig|511145.183.peg.3836	496.467739725551	F0f1TypeAtpSynt	subsystem
fig|511145.183.peg.3835	392.521510304882	F0f1TypeAtpSynt	subsystem
fig|511145.183.peg.3841	219.337476246563	F0f1TypeAtpSynt	subsystem
fig|511145.183.peg.3840	223.474409808743	F0f1TypeAtpSynt	subsystem
fig|511145.183.peg.4278	141.281036097534	RiboBactLsuRrnaMeth	subsystem
fig|511145.183.peg.3166	78.6910340422128	RiboBactLsuRrnaMeth	subsystem
fig|511145.183.peg.3584	103.462599014438	RiboBactLsuRrnaMeth	subsystem
fig|511145.183.peg.1880	77.5621389980861	RiboBactLsuRrnaMeth	subsystem
fig|511145.183.peg.981	75.1865177398261	RiboBactLsuRrnaMeth	subsystem
fig|511145.183.peg.961	86.3555384056373	RiboBactLsuRrnaMeth	subsystem
fig|511145.183.peg.654	120.087770314154	RiboBactLsuRrnaMeth	subsystem
fig|511145.183.peg.2887	94.370966597581	RiboBactLsuRrnaMeth	subsystem
fig|511145.183.peg.869	70.0143843090412	RiboBactLsuRrnaMeth	subsystem
fig|511145.183.peg.3258	326.79646920466	RiboBactLsuRrnaMeth	subsystem
fig|511145.183.peg.2864	70.132121143706	RiboBactLsuRrnaMeth	subsystem
fig|511145.183.peg.816	59.6720470779354	RiboBactLsuRrnaMeth	subsystem
fig|511145.183.peg.676	104.735902919003	TrnaMethContClus	subsystem
fig|511145.183.peg.677	200.080619856135	TrnaMethContClus	subsystem
fig|511145.183.peg.678	176.297343104734	TrnaMethContClus	subsystem
fig|511145.183.peg.1037	138.728126839672	TrnaMethContClus	subsystem
fig|511145.183.peg.680	111.089294229888	TrnaMethContClus	subsystem
fig|511145.183.peg.3122	208.820447534284	RiboFad	subsystem
fig|511145.183.peg.1715	132.672267462751	RiboFad	subsystem
fig|511145.183.peg.23	193.742751887224	RiboFad	subsystem
fig|511145.183.peg.4316	73.0427505786704	PaeaCadaPutrExpo	subsystem
fig|511145.183.peg.740	296.656933259226	LipoProt	subsystem
fig|511145.183.peg.114	366.844123515709	LipoProt	subsystem
fig|511145.183.peg.115	275.258924373791	LipoProt	subsystem
fig|511145.183.peg.116	590.098940790124	LipoProt	subsystem
fig|511145.183.peg.2986	158.448227964506	LipoProt	subsystem
fig|511145.183.peg.739	255.565776976285	LipoProt	subsystem
fig|511145.183.peg.2985	238.465478498385	LipoProt	subsystem
fig|511145.183.peg.2984	157.097743064759	LipoProt	subsystem
fig|511145.183.peg.1371	71.5600653090856	SmrDomaContProt	subsystem
fig|511145.183.peg.2406	97.5323160738725	SmrDomaContProt	subsystem
fig|511145.183.peg.452	87.0460424586876	QueuArch	subsystem
fig|511145.183.peg.4264	110.67740007934	QueuArch	subsystem
fig|511145.183.peg.412	107.931487080133	QueuArch	subsystem
fig|511145.183.peg.413	122.349464793124	QueuArch	subsystem
fig|511145.183.peg.2855	106.534295109566	QueuArch	subsystem
fig|511145.183.peg.2842	66.7588080810516	QueuArch	subsystem
fig|511145.183.peg.2875	80.4463913062587	QueuArch	subsystem
fig|511145.183.peg.2547	109.429517184323	GlutDepeThioRedu	subsystem
fig|511145.183.peg.2546	86.016222034282	GlutDepeThioRedu	subsystem
fig|511145.183.peg.2635	81.8301713983997	GlrkTwoCompReguSyst	subsystem
fig|511145.183.peg.2637	62.032505947244	GlrkTwoCompReguSyst	subsystem
fig|511145.183.peg.3421	138.635131304218	SulfReduAssoComp	subsystem
fig|511145.183.peg.983	94.0779086523471	SulfReduAssoComp	subsystem
fig|511145.183.peg.1317	293.568326716592	ResiTric	subsystem
fig|511145.183.peg.4146	126.776370550998	PhenTyroSynt1n1	subsystem
fig|511145.183.peg.1353	128.47457082658	PhenTyroSynt1n1	subsystem
fig|511145.183.peg.2675	120.336072507311	PhenTyroSynt1n1	subsystem
fig|511145.183.peg.2676	93.3596078439087	PhenTyroSynt1n1	subsystem
fig|511145.183.peg.2352	177.520929253846	NadhUbiqOxid	subsystem
fig|511145.183.peg.2351	166.308661735299	NadhUbiqOxid	subsystem
fig|511145.183.peg.2354	161.181858347953	NadhUbiqOxid	subsystem
fig|511145.183.peg.2353	172.845853393871	NadhUbiqOxid	subsystem
fig|511145.183.peg.2350	165.323412801204	NadhUbiqOxid	subsystem
fig|511145.183.peg.2360	296.548622970832	NadhUbiqOxid	subsystem
fig|511145.183.peg.2349	151.341903381743	NadhUbiqOxid	subsystem
fig|511145.183.peg.2359	309.601599647707	NadhUbiqOxid	subsystem
fig|511145.183.peg.2348	179.389196049451	NadhUbiqOxid	subsystem
fig|511145.183.peg.2356	190.800891358204	NadhUbiqOxid	subsystem
fig|511145.183.peg.2355	211.125514669919	NadhUbiqOxid	subsystem
fig|511145.183.peg.2358	229.388335846602	NadhUbiqOxid	subsystem
fig|511145.183.peg.2357	287.506683226714	NadhUbiqOxid	subsystem
fig|511145.183.peg.2664	73.2615754133744	N3Urid	subsystem
fig|511145.183.peg.3012	49.7283088766907	MannUtilViaMann1n1	subsystem
fig|511145.183.peg.3014	41.3073631204444	MannUtilViaMann1n1	subsystem
fig|511145.183.peg.2233	101.130168142207	MannUtilViaMann1n1	subsystem
fig|511145.183.peg.3013	48.2762468662338	MannUtilViaMann1n1	subsystem
fig|511145.183.peg.4010	257.705044889217	MannUtilViaMann1n1	subsystem
fig|511145.183.peg.1777	145.744872688138	MannUtilViaMann1n1	subsystem
fig|511145.183.peg.3698	94.4612398145691	MannUtilViaMann1n1	subsystem
fig|511145.183.peg.3700	124.420513931853	MannUtilViaMann1n1	subsystem
fig|511145.183.peg.3699	109.56243540071	MannUtilViaMann1n1	subsystem
fig|511145.183.peg.430	93.8940756628781	ThiaThiaHydrSalv	subsystem
fig|511145.183.peg.67	80.8015108314486	ThiaThiaHydrSalv	subsystem
fig|511145.183.peg.68	70.845819387817	ThiaThiaHydrSalv	subsystem
fig|511145.183.peg.424	91.8692745644068	ThiaThiaHydrSalv	subsystem
fig|511145.183.peg.66	85.6447670016167	ThiaThiaHydrSalv	subsystem
fig|511145.183.peg.90	121.51021399897	UdpNAcetLAlanDGlut	subsystem
fig|511145.183.peg.4062	107.521974859978	UdpNAcetLAlanDGlut	subsystem
fig|511145.183.peg.1648	74.894678561748	SmalMultResiStra	subsystem
fig|511145.183.peg.1647	64.7366628555088	SmalMultResiStra	subsystem
fig|511145.183.peg.2098	113.874818373487	DtdpRhamSyntGjo	subsystem
fig|511145.183.peg.3883	98.0242588176109	DtdpRhamSyntGjo	subsystem
fig|511145.183.peg.3882	99.0080844149723	DtdpRhamSyntGjo	subsystem
fig|511145.183.peg.2095	92.9915156817518	DtdpRhamSyntGjo	subsystem
fig|511145.183.peg.2097	115.965772047486	DtdpRhamSyntGjo	subsystem
fig|511145.183.peg.2096	103.7097795531	DtdpRhamSyntGjo	subsystem
fig|511145.183.peg.3298	131.551920389156	BactSphi	subsystem
fig|511145.183.peg.1362	217.667065633886	BactSphi	subsystem
fig|511145.183.peg.2087	133.505000614806	BactSphi	subsystem
fig|511145.183.peg.562	133.931703742622	BactSphi	subsystem
fig|511145.183.peg.3063	50.3048925814748	BactSphi	subsystem
fig|511145.183.peg.674	134.945320576318	BactSphi	subsystem
fig|511145.183.peg.2260	129.605272500829	BactSphi	subsystem
fig|511145.183.peg.3065	60.5630503311044	BactSphi	subsystem
fig|511145.183.peg.3593	131.242075334943	BactSphi	subsystem
fig|511145.183.peg.3064	207.372332605077	BactSphi	subsystem
fig|511145.183.peg.259	133.993264572712	BactSphi	subsystem
fig|511145.183.peg.1400	56.3404556900696	BactSphi	subsystem
fig|511145.183.peg.2049	105.458239481225	BactSphi	subsystem
fig|511145.183.peg.2880	78.4805353311189	LFucoDissClus	subsystem
